ID,category,rate_day,open_ind,rate_first,rate_subsequent,duration_minutes_first,rate_type_sub,duration_minutes_sub,time_start_standardized,time_end_standardized,source_sys,carpark,carpark_code,vehicle_category,rate_type_first,short_term_parking,free_parking,night_parking
190,Orchard Area,weekdays_1,TRUE,$2.40 ,$1.20 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Traders Hotel,,All,,,,
191,Orchard Area,weekdays_1,TRUE,$1.50 ,,30,,,7:00 AM,5:59 PM,lta,TripleOne Somerset,,All,,,,
297,South & CBD,weekdays_1,TRUE,$3.30 ,$1.10 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Millenia Singapore,5,All,,,,
193,Orchard Area,weekdays_1,TRUE,$2.50 ,$1.20 ,60,sub 30 mins,30,7:00 AM,7:00 PM,lta,Winsland House,,All,,,,
631,South & CBD,weekdays_2,TRUE,$2.20 ,,9999,,,6:00 PM,7:00 AM,lta,Millenia Singapore,5,All,,,,
195,Orchard Area,weekdays_1,TRUE,$4 ,$2 ,60,sub 30 mins,30,8:01 AM,6:00 PM,lta,York Hotel,,All,,,,
196,Singapore Attractions,weekdays_1,TRUE,$0 ,,9999,,,12:00 AM,11:59 PM,lta,Changi Chapel and Museum (The Changi Museum),,All,,,,
197,Singapore Attractions,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,Chinatown Heritage Centre,,All,,,,
198,Singapore Attractions,weekdays_1,TRUE,$0.50 ,,60,,,6:00 AM,6:00 PM,lta,Chinese Garden,,All,,,,
199,Singapore Attractions,weekdays_1,TRUE,$5 ,,9999,,,9:00 AM,7:00 PM,lta,Haw Par Villa,,All,,,,
200,Singapore Attractions,weekdays_1,TRUE,$0 ,,9999,,,9:00 AM,4:00 PM,lta,Hay Dairies Goat Farm,,All,,,,
201,Singapore Attractions,weekdays_1,TRUE,$2 ,,9999,,,8:00 AM,5:00 PM,lta,Jurong Bird Park,,All,,,,
202,Singapore Attractions,weekdays_1,TRUE,$0 ,,9999,,,12:00 AM,11:59 PM,lta,Labrador Secret Tunnel ( Labrador Park ),,All,,,,
203,Singapore Attractions,weekdays_1,TRUE,$0 ,,9999,,,12:00 AM,11:59 PM,lta,Mandai Orchid Garden,,All,,,,
204,Singapore Attractions,weekdays_1,TRUE,$0 ,,9999,,,12:00 AM,11:59 PM,lta,Memories at Old Ford Factory,,All,,,,
205,Singapore Attractions,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,Mount Faber (Jewel Box),,All,,,,
206,Singapore Attractions,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,National Museum of Singapore,,All,,,,
207,Singapore Attractions,weekdays_1,TRUE,$0 ,,9999,,,12:00 AM,11:59 PM,lta,Reflections at Bukit Chandu,,All,,,,
208,Singapore Attractions,weekdays_1,TRUE,$7 ,$1 ,60,sub 30 mins,30,7:00 AM,7:00 PM,lta,Resorts World Sentosa - Universal Studios Singapore (RWS B1 car park),,All,,,,
209,Singapore Attractions,weekdays_1,TRUE,$2.20 ,$1.10 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Royal Selangor Pewter Museum ( Park at Clarke Quay),,All,,,,
1049,South & CBD,saturday_1,TRUE,$2.20 ,$1.10 ,120,sub 60 mins,60,12:00 AM,11:59 PM,lta,Millenia Singapore,5,All,,,,
1649,South & CBD,sunday_1,TRUE,$2.20 ,$1.10 ,120,sub 60 mins,60,12:00 AM,11:59 PM,lta,Millenia Singapore,5,All,,,,
212,Singapore Attractions,weekdays_1,TRUE,$6 ,$3 ,480,sub 60 mins,60,7:00 AM,5:00 PM,lta,Sentosa (Tanjong & Palawan car park),,All,,,,
213,Singapore Attractions,weekdays_1,TRUE,,,,,,12:00 PM,2:00 PM,lta,Sentosa (Tanjong & Palawan car park),,All,,,,
214,Singapore Attractions,weekdays_1,FALSE,,,,,,12:00 AM,11:59 PM,lta,Singapore Art Museum,,All,,,,
215,Singapore Attractions,weekdays_1,TRUE,$0.02 ,,1,,,7:00 AM,10:30 PM,lta,Singapore Botanic Gardens,,All,,,,
216,Singapore Attractions,weekdays_1,TRUE,$1 ,,,,,8:00 AM,9:00 AM,lta,Singapore Botanic Gardens,,All,,,,
217,Singapore Attractions,weekdays_1,TRUE,$1.10 ,,30,,,6:00 AM,10:00 PM,lta,Singapore City Gallery (URA centre),,All,,,,
218,Singapore Attractions,weekdays_1,TRUE,$2 ,,60,,,6:00 AM,6:00 PM,lta,Singapore Flyer,6,All,,,,
219,Singapore Attractions,weekdays_1,TRUE,,,,,,8:30 AM,4:30 PM,lta,Singapore Mint Coin Gallery,,All,,,,
220,Singapore Attractions,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,Singapore Philatelic Museum,,All,,,,
221,Singapore Attractions,weekdays_1,TRUE,$0.50 ,,9999,,,12:00 AM,11:59 PM,lta,Singapore Science centre/Singapore Discovery Centre / Snow City,,All,,,,
222,Singapore Attractions,weekdays_1,TRUE,$5 ,,9999,,,12:00 AM,11:59 PM,lta,Singapore Turf Club (STC),,All,,,,
223,Singapore Attractions,weekdays_1,TRUE,$3 ,$2 ,60,sub 60 mins,60,12:00 AM,11:59 PM,lta,Singapore Zoological gardens/Night Safari,,All,,,,
224,Singapore Attractions,weekdays_1,TRUE,$0 ,,9999,,,7:00 AM,7:00 PM,lta,Sungei Buloh Wetland Reserve,,All,,,,
225,Singapore Attractions,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,The Arts House (Park at New Parliament House),,All,,,,
226,Singapore Attractions,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,The Battle Box ( Park at Fort Canning,,All,,,,
227,Singapore Attractions,weekdays_1,TRUE,$7.50 ,$5 ,180,per 60 mins,60,7:00 AM,11:59 PM,lta,Underwater World Singapore,,All,,,,
228,South & CBD,weekdays_1,TRUE,$1.07 ,,60,,,12:00 AM,11:59 PM,lta,10 Raeburn Park,,All,,,,
229,South & CBD,weekdays_1,TRUE,$1.29 ,$0.43 ,60,sub 15 mins,15,7:00 AM,7:00 PM,lta,1557 Keppel Road,,All,,,,
230,South & CBD,weekdays_1,TRUE,$0.80 ,,30,,,12:00 AM,11:59 PM,lta,34 Boon Leat Terrace,,All,,,,
231,South & CBD,weekdays_1,TRUE,$2.14 ,,30,,,12:00 AM,7:00 AM,lta,798 Upper Bukit Timah Road,,All,,,,
232,South & CBD,weekdays_1,TRUE,$1.07 ,,30,,,7:00 AM,12:00 AM,lta,798 Upper Bukit Timah Road,,All,,,,
233,South & CBD,weekdays_1,TRUE,$2.30 ,,30,,,7:00 AM,6:00 PM,lta,8 Shenton Way,,All,,,,
234,South & CBD,weekdays_1,TRUE,$2 ,,30,,,8:00 AM,4:59 PM,lta,Amara Hotel,,All,,,,
235,South & CBD,weekdays_1,TRUE,$0.08 ,,1,,,7:00 AM,5:59 PM,lta,Asia Square,,All,,,,
236,South & CBD,weekdays_1,TRUE,$2 ,$4 ,30,sub 60 mins,60,7:00 AM,7:00 PM,lta,Bangkok Bank Building,,All,,,,
237,South & CBD,weekdays_1,TRUE,$3 ,,60,,,7:00 AM,6:00 PM,lta,Bayfront Avenue,,All,,,,
238,South & CBD,weekdays_1,TRUE,$1 ,,30,,,8:30 AM,5:00 PM,lta,Berjaya Hotel,,All,,,,
239,South & CBD,weekdays_1,TRUE,$1.07 ,$0.37 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Bugis Junction,,All,,,,
240,South & CBD,weekdays_1,TRUE,$0.04 ,,1,,,7:00 AM,5:00 PM,lta,Burlington Square,,All,,,,
241,South & CBD,weekdays_1,TRUE,$2.05 ,,30,,,12:00 AM,11:59 PM,lta,CapitaCommercial Trust (CCT),,All,,,,
242,South & CBD,weekdays_1,TRUE,$2.20 ,,30,,,8:00 AM,6:00 PM,lta,Capital Square,,All,,,,
243,South & CBD,weekdays_1,TRUE,$2.80 ,,30,,,7:00 AM,6:00 PM,lta,Capital Tower,,All,,,,
244,South & CBD,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Carlton Hotel,,All,,,,
245,South & CBD,weekdays_1,TRUE,$2.00 ,$1.00 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Central Mall,,All,,,,
246,South & CBD,weekdays_1,TRUE,$2.20 ,$1.10 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,Central ï¿,,All,,,,
247,South & CBD,weekdays_1,TRUE,$2.20 ,$0.55 ,60,sub 15 mins,15,8:00 AM,5:59 AM,lta,Chijmes,,All,,,,
248,South & CBD,weekdays_1,TRUE,$1.80 ,,30,,,8:00 AM,6:00 PM,lta,China Square Central,,All,,,,
249,South & CBD,weekdays_1,TRUE,$1.20 ,,30,,,7:00 AM,5:00 PM,lta,Chinatown Point,,All,,,,
555,Singapore Attractions,weekdays_2,TRUE,$2 ,,9999,,,6:00 PM,6:00 AM,lta,Singapore Flyer,6,All,,,,
251,South & CBD,weekdays_1,TRUE,$5 ,,60,,,6:00 AM,5:00 PM,lta,Clifford Centre,,All,,,,
252,South & CBD,weekdays_1,TRUE,$3.30 ,$1.10 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Conrad Centennial Singapore,,All,,,,
253,South & CBD,weekdays_1,TRUE,$3 ,$1.50 ,60,sub 30 mins,30,7:00 AM,12:00 AM,lta,Copthorne King's Hotel,,All,,,,
254,South & CBD,weekdays_1,TRUE,$1.50 ,$1 ,60,sub 60 mins,60,8:00 AM,5:00 PM,lta,Copthorne Orchid Hotel,,All,,,,
255,South & CBD,weekdays_1,TRUE,$1.50 ,,30,,,6:00 AM,5:00 PM,lta,CPF Building Robinson Road,,All,,,,
256,South & CBD,weekdays_1,TRUE,$2.57 ,,30,,,6:00 AM,7:00 PM,lta,DBS Building,,All,,,,
257,South & CBD,weekdays_1,TRUE,$2.14 ,,30,,,6:00 AM,4:59 PM,lta,Far East Square,,All,,,,
258,South & CBD,weekdays_1,TRUE,$2.30 ,,30,,,7:00 AM,6:00 PM,lta,Far Eastern Bank Building,,All,,,,
259,South & CBD,weekdays_1,TRUE,$3.22 ,,60,,,7:00 AM,7:00 PM,lta,Fortune Centre,,All,,,,
260,South & CBD,weekdays_1,TRUE,$2.40 ,,60,,,8:00 AM,5:00 PM,lta,Fu Lu Shou Complex,,All,,,,
261,South & CBD,weekdays_1,TRUE,$2.20 ,,30,,,7:00 AM,6:00 PM,lta,Fullerton Hotel,,All,,,,
947,Singapore Attractions,saturday_1,TRUE,$2 ,,60,,,6:00 AM,12:00 PM,lta,Singapore Flyer,6,All,,,,
263,South & CBD,weekdays_1,TRUE,$1.40 ,$1.50 ,30,sub 30 mins,30,5:00 AM,5:00 PM,lta,Furama City Centre Singapore,,All,,,,
264,South & CBD,weekdays_1,TRUE,$1 ,,30,,,7:00 AM,5:00 PM,lta,Furama Riverfront Singapore,,All,,,,
265,South & CBD,weekdays_1,TRUE,$3 ,$1 ,60,sub 30 mins,30,12:00 PM,2:00 PM,lta,Gallery Hotel,,All,,,,
266,South & CBD,weekdays_1,TRUE,$3 ,$1 ,60,sub 30 mins,30,2:01 PM,6:00 PM,lta,Gallery Hotel,,All,,,,
267,South & CBD,weekdays_1,TRUE,$0.50 ,,30,,,12:00 AM,11:59 PM,lta,Gillman Barracks,,All,,,,
268,South & CBD,weekdays_1,TRUE,$2 ,$1 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Golden Mile Complex,,All,,,,
269,South & CBD,weekdays_1,TRUE,$2.60 ,,30,,,7:00 AM,5:00 PM,lta,Golden Shoe Complex,,All,,,,
270,South & CBD,weekdays_1,TRUE,$3.75 ,$2.14 ,60,sub 60 mins,60,7:00 AM,5:00 PM,lta,Grand Copthorne Waterfront Hotel,,All,,,,
271,South & CBD,weekdays_1,TRUE,$1.32 ,,30,,,7:00 AM,5:00 PM,lta,Grand Pacific Hotel (Formerly Allson Hotel),,All,,,,
272,South & CBD,weekdays_1,TRUE,$3.28 ,$1.55 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,Grand Park City Hall,,All,,,,
273,South & CBD,weekdays_1,TRUE,$1.80 ,,30,,,8:00 AM,6:00 PM,lta,Great Eastern Centre,,All,,,,
274,South & CBD,weekdays_1,TRUE,$1.55 ,,60,,,6:01 AM,5:00 PM,lta,Great World City,,All,,,,
948,Singapore Attractions,saturday_1,TRUE,$2 ,,9999,,,12:00 AM,11:59 PM,lta,Singapore Flyer,6,All,,,,
276,South & CBD,weekdays_1,TRUE,$1.80 ,,60,,,7:00 AM,5:00 PM,lta,Holiday Inn Atrium Singapore,,All,,,,
277,South & CBD,weekdays_1,TRUE,$2.50 ,,30,,,7:00 AM,5:00 PM,lta,Hong Leong Building,,All,,,,
278,South & CBD,weekdays_1,TRUE,$1 ,,30,,,7:00 AM,6:00 PM,lta,Hub Synergy Point (Formerly Apex tower),,All,,,,
279,South & CBD,weekdays_1,TRUE,$1.50 ,,30,,,7:00 AM,5:00 PM,lta,Icon Village,,All,,,,
280,South & CBD,weekdays_1,TRUE,$1.07 ,$0.37 ,60,sub 10 mins,10,8:00 AM,5:00 PM,lta,Iluma,,All,,,,
281,South & CBD,weekdays_1,TRUE,$2.75 ,,30,,,7:30 AM,5:59 PM,lta,Income At Raffles ( former Hitachi tower),,All,,,,
282,South & CBD,weekdays_1,TRUE,$1.07 ,$0.37 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Inter-continental Singapore Hotel,,All,,,,
283,South & CBD,weekdays_1,TRUE,$2.20 ,,30,,,7:00 AM,5:00 PM,lta,International Plaza,,All,,,,
284,South & CBD,weekdays_1,TRUE,$2.50 ,,30,,,8:00 AM,6:00 PM,lta,Keck Seng Tower,,All,,,,
285,South & CBD,weekdays_1,TRUE,$1.05 ,,30,,,7:00 AM,7:00 PM,lta,Keppel Bay Tower / Harbourfront Tower One,,All,,,,
286,South & CBD,weekdays_1,TRUE,$1.10 ,,30,,,12:00 AM,11:59 PM,lta,Keypoint,,All,,,,
287,South & CBD,weekdays_1,TRUE,$3.00 ,$1.50 ,180,sub 30 mins,30,6:30 AM,6:30 PM,lta,"klapsons, The Boutique Hotel",,All,,,,
288,South & CBD,weekdays_1,TRUE,$1.90 ,$1.07 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Landmark Village Hotel,,All,,,,
289,South & CBD,weekdays_1,TRUE,$1.07 ,,60,,,7:00 AM,5:00 PM,lta,Liang Court,,All,,,,
290,South & CBD,weekdays_1,TRUE,$1.50 ,,30,,,7:00 AM,6:00 PM,lta,M Hotel,,All,,,,
291,South & CBD,weekdays_1,TRUE,$2.20 ,$1.10 ,120,per 30 mins,30,7:00 AM,5:00 PM,lta,Mandarin Oriental Hotel,,All,,,,
292,South & CBD,weekdays_1,TRUE,$1.07 ,,60,,,6:00 AM,6:00 PM,lta,"Marina Bay Financial Centre Tower 1, 2 ,3 & Marina Bay Link Mall",,All,,,,
293,South & CBD,weekdays_1,TRUE,$7 ,$1 ,60,sub 30 mins,30,7:00 AM,7:00 PM,lta,Marina Bay Sands,,All,,,,
294,South & CBD,weekdays_1,TRUE,$2.20 ,$1.10 ,120,per 30 mins,30,7:00 AM,5:00 PM,lta,Marina Mandarin Hotel,,All,,,,
1561,Singapore Attractions,sunday_1,TRUE,$2 ,,60,,,6:00 AM,12:00 PM,lta,Singapore Flyer,6,All,,,,
296,South & CBD,weekdays_1,TRUE,$2 ,$1 ,30,sub 60 mins,60,8:00 AM,6:00 PM,lta,Merchant Square,,All,,,,
1562,Singapore Attractions,sunday_1,TRUE,$2 ,,9999,,,12:00 AM,11:59 PM,lta,Singapore Flyer,6,All,,,,
298,South & CBD,weekdays_1,TRUE,$3.30 ,$1.10 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Millenia Walk (Basement Car Park),,All,,,,
299,South & CBD,weekdays_1,TRUE,$4.28 ,$1.61 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Millenia Walk (Surface parking @ L1),,All,,,,
300,South & CBD,weekdays_1,TRUE,$1.00 ,,30,,,12:00 AM,11:59 PM,lta,Neil Road Off-Street,,All,,,,
301,South & CBD,weekdays_1,TRUE,$1.30 ,,30,,,8:00 AM,5:00 PM,lta,North Bridge Centre,,All,,,,
302,South & CBD,weekdays_1,TRUE,$1.07 ,,60,,,7:00 AM,5:00 PM,lta,Novotel Clarke Quay,,All,,,,
303,South & CBD,weekdays_1,TRUE,$4 ,,60,,,7:00 AM,6:00 PM,lta,OCBC centre,,All,,,,
304,South & CBD,weekdays_1,TRUE,$2.50 ,,30,,,7:00 AM,6:00 PM,lta,One Fullerton,,All,,,,
305,South & CBD,weekdays_1,TRUE,$1.07 ,,10,,,6:00 AM,6:00 PM,lta,One Raffles Quay,,All,,,,
306,South & CBD,weekdays_1,TRUE,$2.62 ,,30,,,7:00 AM,5:00 PM,lta,OUB Centre,,All,,,,
307,South & CBD,weekdays_1,TRUE,$0.86 ,,10,,,7:00 AM,5:59 PM,lta,OUE Bayfront (Formerly Overseas Union House),,All,,,,
308,South & CBD,weekdays_1,TRUE,$2.20 ,$1.10 ,120,per 30 mins,30,7:00 AM,5:00 PM,lta,Pan Pacific Hotel,,All,,,,
309,South & CBD,weekdays_1,TRUE,$2.50 ,$1.25 ,60,sub 30 mins,30,7:00 AM,7:00 PM,lta,Parklane Shopping Mall,,All,,,,
310,South & CBD,weekdays_1,TRUE,$2.50 ,$1.50 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,PARKROYAL on Beach Road,,All,,,,
311,South & CBD,weekdays_1,TRUE,$1.20 ,,30,,,8:30 AM,5:00 PM,lta,Pearl's Centre,,All,,,,
312,South & CBD,weekdays_1,TRUE,$2.60 ,$1.50 ,60,sub 30 mins,30,8:00 AM,5:00 PM,lta,Peninsula Excelsior Hotel,,All,,,,
313,South & CBD,weekdays_1,FALSE,,,,,,12:00 AM,11:59 PM,lta,Peninsular Plaza,,All,,,,
314,South & CBD,weekdays_1,TRUE,$1.50 ,,30,,,7:00 AM,5:00 PM,lta,People's Park Centre,,All,,,,
315,South & CBD,weekdays_1,TRUE,$1.25 ,,30,,,8:00 AM,5:00 PM,lta,PoMo (Fomerly Paradiz Centre),,All,,,,
316,South & CBD,weekdays_1,TRUE,$2.20 ,,30,,,8:00 AM,6:00 PM,lta,PWC Building,,All,,,,
157,Orchard Area,weekdays_1,TRUE,$2 ,$1.50 ,60,sub 30 mins,30,7:00 AM,10:59 PM,lta,Orchard Point,7,All,,,,
318,South & CBD,weekdays_1,TRUE,$3 ,$1.50 ,30,sub 30 mins,30,12:00 AM,6:00 PM,lta,Raffles Hotel,,All,,,,
319,South & CBD,weekdays_1,TRUE,$3 ,,30,,,7:00 AM,5:00 PM,lta,Republic Plaza,,All,,,,
509,Orchard Area,weekdays_2,TRUE,$2 ,,60,,,11:00 PM,6:59 AM,lta,Orchard Point,7,All,,,,
321,South & CBD,weekdays_1,TRUE,$1.50 ,$0.50 ,60,sub 30 mins,30,6:00 AM,6:00 PM,lta,Robertson Walk,,All,,,,
322,South & CBD,weekdays_1,TRUE,$2.40 ,,30,,,7:00 AM,5:00 PM,lta,Robinson 77 (Formerly SIA Building),,All,,,,
323,South & CBD,weekdays_1,TRUE,$2 ,,30,,,8:00 AM,5:00 PM,lta,Robinson Centre,,All,,,,
324,West,weekdays_1,TRUE,$1.50 ,$0.80 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,The Clementi Mall,,All,,,,
325,South & CBD,weekdays_1,TRUE,$2.50 ,,60,,,7:00 AM,5:59 PM,lta,"School of the Arts, Singapore (SOTA)",,All,,,,
326,South & CBD,weekdays_1,TRUE,$2.50 ,,30,,,7:00 AM,5:00 PM,lta,SGX Centre,,All,,,,
327,South & CBD,weekdays_1,TRUE,$3 ,,30,,,8:00 AM,5:30 PM,lta,Shenton House,,All,,,,
328,South & CBD,weekdays_1,TRUE,$0.05 ,,1,,,3:30 AM,6:00 PM,lta,Sim Lim Square,,All,,,,
329,South & CBD,weekdays_1,TRUE,$1.50 ,,30,,,8:00 AM,6:00 PM,lta,Sim Lim Tower,,All,,,,
330,South & CBD,weekdays_1,TRUE,$0.04 ,$2.16 ,1,per 60 mins,60,7:00 AM,9:59 PM,lta,"Singapore General Hospital (Carpark C, E, G & I)",,All,,,,
331,South & CBD,weekdays_1,TRUE,$0.02 ,$1.08 ,1,per 60 mins,60,7:00 AM,9:59 PM,lta,Singapore General Hospital (Multi-Storey Carpark H),,All,,,,
332,South & CBD,weekdays_1,FALSE,,,,,,12:00 AM,11:59 PM,lta,Singapore Land Tower,,All,,,,
333,South & CBD,weekdays_1,TRUE,$3.10 ,,30,,,7:00 AM,6:00 PM,lta,Six Battery Road,,All,,,,
334,South & CBD,weekdays_1,TRUE,$1.07 ,,30,,,7:00 AM,6:00 PM,lta,Sunshine Plaza,,All,,,,
882,Orchard Area,saturday_1,TRUE,$2 ,$1.50 ,60,sub 30 mins,30,7:00 AM,10:59 PM,lta,Orchard Point,7,All,,,,
336,South & CBD,weekdays_1,TRUE,$4.50 ,$3 ,60,sub 60 mins,60,12:00 AM,11:59 PM,lta,Swissotel Merchant Court Hotel,,All,,,,
337,South & CBD,weekdays_1,TRUE,$2 ,$0.50 ,60,sub 15 mins,15,8:00 AM,5:00 PM,lta,Swissotel The Stamford Hotel,,All,,,,
338,South & CBD,weekdays_1,TRUE,,,,,,12:00 AM,11:59 PM,lta,Tanjong Katong Complex,,All,,,,
339,South & CBD,weekdays_1,TRUE,$2.40 ,$1.20 ,60,sub 30 mins,30,6:00 AM,5:00 PM,lta,The Adelphi,,All,,,,
340,South & CBD,weekdays_1,TRUE,$2.14 ,$1.07 ,60,sub 30 mins,30,7:00 AM,5:00 PM,lta,The Concourse,,All,,,,
341,South & CBD,weekdays_1,TRUE,$4 ,,60,,,7:00 AM,5:00 PM,lta,The Corporate Office,,All,,,,
1226,Orchard Area,saturday_2,TRUE,$2 ,,60,,,11:00 PM,6:59 AM,lta,Orchard Point,7,All,,,,
1491,Orchard Area,sunday_1,TRUE,$2 ,$1.50 ,60,sub 30 mins,30,7:00 AM,10:59 PM,lta,Orchard Point,7,All,,,,
344,South & CBD,weekdays_1,TRUE,$2.00 ,$1 ,60,sub 60 mins,60,8:00 AM,5:00 PM,lta,UE Square,,All,,,,
345,South & CBD,weekdays_1,TRUE,$2.50 ,,30,,,7:00 AM,6:00 PM,lta,UOB Plaza,,All,,,,
346,South & CBD,weekdays_1,TRUE,$1.20 ,$0.60 ,60,sub 30 mins,30,7:00 AM,6:00 PM,lta,Vivocity,,All,,,,
347,West,weekdays_1,TRUE,$0.75 ,,30,,,12:00 AM,7:00 AM,lta,27 West Coast Highway,,All,,,,
348,West,weekdays_1,TRUE,$0.75 ,,30,,,7:00 AM,8:00 PM,lta,27 West Coast Highway,,All,,,,
349,West,weekdays_1,TRUE,$2.14 ,,30,,,12:00 AM,7:00 AM,lta,798 Upper Bukit Timah Road,,All,,,,
350,West,weekdays_1,TRUE,$1.07 ,,30,,,7:00 AM,12:00 AM,lta,798 Upper Bukit Timah Road,,All,,,,
351,West,weekdays_1,TRUE,$2 ,,60,,,7:00 AM,6:00 PM,lta,Alexandra Retail Centre,,All,,,,
352,West,weekdays_1,TRUE,$1 ,$2 ,30,sub 60 mins,60,8:00 AM,6:59 PM,lta,Anchorpoint Shopping Centre,,All,,,,
1773,Orchard Area,sunday_2,TRUE,$2 ,,60,,,11:00 PM,6:59 AM,lta,Orchard Point,7,All,,,,
354,West,weekdays_1,TRUE,$1.28 ,,60,,,7:30 AM,5:00 PM,lta,Bukit Timah Plaza (Multi-Storey Car Park),,All,,,,
355,West,weekdays_1,TRUE,$1.25 ,,60,,,8:00 AM,5:00 PM,lta,Bukit Timah Shopping Centre,,All,,,,
356,West,weekdays_1,TRUE,$2 ,,60,,,7:01 AM,7:00 AM,lta,Coronation Shopping Plaza,,All,,,,
357,West,weekdays_1,TRUE,$1.55 ,,30,,,12:00 AM,8:59 PM,lta,Holland Road Shopping Centre,,All,,,,
358,West,weekdays_1,TRUE,$0.05 ,$1.50 ,1,,,12:00 AM,11:59 PM,lta,IKEA (Alexandra),,All,,,,
189,Orchard Area,weekdays_1,TRUE,$1.50 ,,60,,,8:00 AM,11:00 PM,lta,The Heeren,8,All,,,,
915,Orchard Area,saturday_1,TRUE,$5 ,$1.50 ,180,per 30 mins,30,8:00 AM,11:00 PM,lta,The Heeren,8,All,,,,
361,West,weekdays_1,TRUE,$1.30 ,$0.30 ,60,sub 15 mins,15,3:30 AM,5:59 PM,lta,JCube,,All,,,,
362,West,weekdays_1,TRUE,$1.25 ,$0.65 ,60,sub 60 mins,60,12:00 AM,11:59 PM,lta,Junction 10,,All,,,,
363,West,weekdays_1,TRUE,$1.07 ,$1.07 ,120,sub 60 mins,60,7:00 AM,5:00 PM,lta,Jurong Point Shopping Centre,,All,,,,
364,West,weekdays_1,TRUE,$1.60 ,,60,,,8:00 AM,8:59 PM,lta,Jurong Theatre,,All,,,,
1528,Orchard Area,sunday_1,TRUE,$5 ,$1.50 ,180,per 30 mins,30,8:00 AM,11:00 PM,lta,The Heeren,8,All,,,,
366,West,weekdays_1,TRUE,$0.03 ,,1,,,12:00 AM,11:59 PM,lta,NUH,,All,,,,
367,West,weekdays_1,TRUE,$2 ,$1.20 ,30,sub 30 mins,30,8:00 AM,6:00 PM,lta,Queensway Shopping Centre,,All,,,,
368,West,weekdays_1,TRUE,$1.20 ,,60,,,8:00 AM,5:00 PM,lta,Savoy Theatre,,All,,,,
369,West,weekdays_1,TRUE,$1.53 ,$1.53 ,60,sub 30 mins,30,8:00 AM,10:00 PM,lta,Serene Centre,,All,,,,
370,West,weekdays_1,TRUE,$2.50 ,$1.25 ,60,sub 30 mins,30,6:00 AM,6:00 PM,lta,The Metropolis,,All,,,,
371,West,weekdays_1,TRUE,$1.30 ,$0.65 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,The Star Vista,,All,,,,
372,West,weekdays_1,TRUE,$1.50 ,$0.80 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Tiong Bahru Plaza,,All,,,,
373,West,weekdays_1,TRUE,$0 ,,9999,,,12:00 AM,11:59 PM,lta,Turf City,,All,,,,
374,West,weekdays_1,TRUE,$1.50 ,$0.80 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Valley Point,,All,,,,
375,West,weekdays_1,TRUE,$1.25 ,$1.00 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,West Coast Plaza (Ginza Plaza),,All,,,,
376,West,weekdays_1,TRUE,$1.10 ,$0.60 ,120,sub 30 mins,30,6:00 AM,5:00 PM,lta,West Mall,,All,,,,
378,West,weekdays_1,TRUE,$1.18 ,$0.64 ,60,sub 30 mins,30,12:00 AM,11:59 PM,lta,Yew Tee Point,,All,,,,
379,"Central, North & North East",weekdays_2,TRUE,$2 ,,9999,,,10:00 PM,,lta,Balestier Point,,All,,,,
380,"Central, North & North East",weekdays_2,TRUE,$0.50 ,,30,,,5:00 PM,1:00 AM,lta,Bras Basah Complex,,All,,,,
381,"Central, North & North East",weekdays_2,TRUE,$1.20 ,$0.60 ,60,sub 30 mins,30,7:00 AM,10:30 PM,lta,Causeway Point,,All,,,,
382,"Central, North & North East",weekdays_2,TRUE,$3 ,,9999,,,6:00 PM,3:30 AM,lta,City Square Mall,,All,,,,
383,"Central, North & North East",weekdays_2,TRUE,$2 ,,9999,,,5:30 PM,12:00 AM,lta,Goldhill Plaza,,All,,,,
384,"Central, North & North East",weekdays_2,TRUE,$2 ,,60,,,10:30 PM,,lta,Heartland Mall,,All,,,,
